Date = 2017-04-01 ; user = Sony ; Software = Oracle Data Provider for .NET Help
Date = 2017-04-01 ; user = Sony ; Software = Oracle Database 10g Express Edition
Date = 2017-04-01 ; user = Sony ; Software = Outils de vérification linguistique 2013 de Microsoft Office - Français
Date = 2017-04-01 ; user = Sony ; Software = PMB
Date = 2017-04-01 ; user = Sony ; Software = PMB VAIO Edition Guide
Date = 2017-04-01 ; user = Sony ; Software = PMB VAIO Edition Plug-in
Date = 2017-04-01 ; user = Sony ; Software = PowreShellIntegration.Notifications
Date = 2017-04-01 ; user = Sony ; Software = PreEmptive Analytics Visual Studio Components
Date = 2017-04-01 ; user = Sony ; Software = Prerequisites for SSDT
Date = 2017-04-01 ; user = Sony ; Software = PuTTY
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Add to Path (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Core Interpreter (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Development Libraries (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Documentation (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Executables (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Standard Library (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Tcl/Tk Support (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Test Suite (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 Utility Scripts (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python 3.6.0 pip Bootstrap (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Python Launcher
Date = 2017-04-01 ; user = Sony ; Software = Python Tools Redirection Template
Date = 2017-04-01 ; user = Sony ; Software = Realtek PCIE Card Reader
Date = 2017-04-01 ; user = Sony ; Software = Remote Keyboard
Date = 2017-04-01 ; user = Sony ; Software = SDK de comprobación de Visual Studio 2012 - esn
Date = 2017-04-01 ; user = Sony ; Software = SSLx64
Date = 2017-04-01 ; user = Sony ; Software = SSLx86
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Excel 2013 (KB3172542) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3039746) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3039794) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3039798) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3054816) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3114340) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Office 2013 (KB3115153) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Microsoft Word 2013 (KB3172464) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Security Update for Skype for Business 2015 (KB3172539) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Service Pack 1 for Microsoft Office 2013 (KB2850036) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = SharePoint Client Components
Date = 2017-04-01 ; user = Sony ; Software = Sony Corporation
Date = 2017-04-01 ; user = Sony ; Software = Sublime Text Build 3126
Date = 2017-04-01 ; user = Sony ; Software = Team Explorer for Microsoft Visual Studio 2013
Date = 2017-04-01 ; user = Sony ; Software = Tools for .Net 3.5
Date = 2017-04-01 ; user = Sony ; Software = Trend Micro Titanium Maximum Security
Date = 2017-04-01 ; user = Sony ; Software = TypeScript Power Tool
Date = 2017-04-01 ; user = Sony ; Software = TypeScript Tools for Microsoft Visual Studio 2013
Date = 2017-04-01 ; user = Sony ; Software = Unity
Date = 2017-04-01 ; user = Sony ; Software = Universal CRT Extension SDK
Date = 2017-04-01 ; user = Sony ; Software = Universal CRT Headers Libraries and Sources
Date = 2017-04-01 ; user = Sony ; Software = Universal CRT Redistributable
Date = 2017-04-01 ; user = Sony ; Software = Update for  (KB2504637)
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft .NET Framework 4.6.1 (KB3210136)
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Access 2013 (KB3118349) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft InfoPath 2013 (KB3114818) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft InfoPath 2013 (KB3114946) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB2760344) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB2760371) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB2883095) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB2889863) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB2899522) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3023049) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3023052) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3023068) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039701) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039720) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039750) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039756) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039766) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039778) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3039795) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3054783) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3054785) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3054819) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3054856) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3055007) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3085565) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3085587) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3101487) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3101489) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3101503) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3114488) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3114490) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3114499) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3114825) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3114835) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3115156) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3115489) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3127916) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3127972) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3162039) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Office 2013 (KB3162058) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft OneDrive for Business (KB3178645) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft OneNote 2013 (KB3141494) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Outlook 2013 (KB3141495) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Outlook Social Connector 2013 (KB3054854) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft PowerPoint 2013 (KB3141461) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Project 2013 (KB3178650) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Publisher 2013 (KB3114329) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Visio Viewer 2013 (KB2817301) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Visual Studio 2013 (KB2932965)
Date = 2017-04-01 ; user = Sony ; Software = Update for Microsoft Word 2013 (KB3039719) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = Update for Skype for Business 2015 (KB3039776) 32-Bit Edition
Date = 2017-04-01 ; user = Sony ; Software = VAIO - Media Gallery
Date = 2017-04-01 ; user = Sony ; Software = VAIO - PMB VAIO Edition Guide
Date = 2017-04-01 ; user = Sony ; Software = VAIO - PMB VAIO Edition Plug-in
Date = 2017-04-01 ; user = Sony ; Software = VAIO - Remote Keyboard
Date = 2017-04-01 ; user = Sony ; Software = VAIO Care
Date = 2017-04-01 ; user = Sony ; Software = VAIO Control Center
Date = 2017-04-01 ; user = Sony ; Software = VAIO Data Restore Tool
Date = 2017-04-01 ; user = Sony ; Software = VAIO Easy Connect
Date = 2017-04-01 ; user = Sony ; Software = VAIO Event Service
Date = 2017-04-01 ; user = Sony ; Software = VAIO Gate
Date = 2017-04-01 ; user = Sony ; Software = VAIO Gate Default
Date = 2017-04-01 ; user = Sony ; Software = VAIO Hardware Diagnostics
Date = 2017-04-01 ; user = Sony ; Software = VAIO Improvement
Date = 2017-04-01 ; user = Sony ; Software = VAIO Manual
Date = 2017-04-01 ; user = Sony ; Software = VAIO Quick Web Access
Date = 2017-04-01 ; user = Sony ; Software = VAIO Sample Contents
Date = 2017-04-01 ; user = Sony ; Software = VAIO Smart Network
Date = 2017-04-01 ; user = Sony ; Software = VAIO Transfer Support
Date = 2017-04-01 ; user = Sony ; Software = VAIO Update
Date = 2017-04-01 ; user = Sony ; Software = VCCx86
Date = 2017-04-01 ; user = Sony ; Software = VESx64
Date = 2017-04-01 ; user = Sony ; Software = VESx86
Date = 2017-04-01 ; user = Sony ; Software = VIx64
Date = 2017-04-01 ; user = Sony ; Software = VIx86
Date = 2017-04-01 ; user = Sony ; Software = VMware Workstation
Date = 2017-04-01 ; user = Sony ; Software = VS Update core components
Date = 2017-04-01 ; user = Sony ; Software = VSNx64
Date = 2017-04-01 ; user = Sony ; Software = VUx64
Date = 2017-04-01 ; user = Sony ; Software = VUx86
Date = 2017-04-01 ; user = Sony ; Software = VWSTx86
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ CRT Headers Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 ARM Cross Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 ARM Cross Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 Base Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 Base Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 Native Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 Native Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 X86 Cross Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X64 X86 Cross Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 ARM Cross Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 ARM Cross Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 Base Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 Base Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 Native Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 Native Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 X64 Cross Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Compiler/Tools X86 X64 Cross Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Core Build Toolset
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library ATL ARM Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library ATL Headers Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library ATL Source Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library ATL X64 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library ATL X86 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT ARM Desktop Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT ARM Redist Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT ARM Store Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT Source Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X64 Desktop Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X64 Redist Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X64 Store Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X86 Desktop Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X86 Redist Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library CRT X86 Store Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library MFC Headers Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library MFC MBCS Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library MFC Source Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library MFC X64 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ Library MFC X86 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ MSBuild ARM Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ MSBuild Base Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ MSBuild Base Resource Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ MSBuild X64 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual C++ MSBuild X86 Package
Date = 2017-04-01 ; user = Sony ; Software = Visual F# 3.1 SDK
Date = 2017-04-01 ; user = Sony ; Software = Visual F# 3.1 VS
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 Verification SDK
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 Verification SDK - chs
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 Verification SDK - enu
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 Verification SDK - ita
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 Verification SDK - jpn
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 驗證 SDK - cht
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012 유효성 검사 SDK - kor
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2012-Verifizierungs-SDK - deu
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2013 Prerequisites
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2013 Prerequisites - ENU Language Pack
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio 2013 Update 4 (KB2829760)
Date = 2017-04-01 ; user = Sony ; Software = Visual Studio Extensions for Windows Library for JavaScript
Date = 2017-04-01 ; user = Sony ; Software = Vulkan Run Time Libraries 1.0.26.0
Date = 2017-04-01 ; user = Sony ; Software = WCF Data Services 5.6.0 Runtime
Date = 2017-04-01 ; user = Sony ; Software = WCF Data Services Tools for Microsoft Visual Studio 2013
Date = 2017-04-01 ; user = Sony ; Software = WCF RIA Services V1.0 SP2
Date = 2017-04-01 ; user = Sony ; Software = WampServer 2.4
Date = 2017-04-01 ; user = Sony ; Software = WinRAR 5.40 (32-bit)
Date = 2017-04-01 ; user = Sony ; Software = Windows App Certification Kit Native Components
Date = 2017-04-01 ; user = Sony ; Software = Windows App Certification Kit x64
Date = 2017-04-01 ; user = Sony ; Software = Windows Azure Tools for LightSwitch for Visual Studio 2013 - v2.1
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Communications Platform
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Essentials
Date = 2017-04-01 ; user = Sony ; Software = Windows Live ID Sign-in Assistant
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Installer
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Language Selector
Date = 2017-04-01 ; user = Sony ; Software = Windows Live MIME IFilter
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Mail
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Mesh
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Mesh ActiveX Control for Remote Connections
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Messenger
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Movie Maker
Date = 2017-04-01 ; user = Sony ; Software = Windows Live PIMT Platform
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Photo Common
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Photo Gallery
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Remote Client
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Remote Client Resources
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Remote Service
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Remote Service Resources
Date = 2017-04-01 ; user = Sony ; Software = Windows Live SOXE
Date = 2017-04-01 ; user = Sony ; Software = Windows Live SOXE Definitions
Date = 2017-04-01 ; user = Sony ; Software = Windows Live UX Platform
Date = 2017-04-01 ; user = Sony ; Software = Windows Live UX Platform Language Pack
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Writer
Date = 2017-04-01 ; user = Sony ; Software = Windows Live Writer Resources
Date = 2017-04-01 ; user = Sony ; Software = Windows Live 影像中心
Date = 2017-04-01 ; user = Sony ; Software = Windows Live 照片库
Date = 2017-04-01 ; user = Sony ; Software = Windows Live 程式集
Date = 2017-04-01 ; user = Sony ; Software = Windows Live 软件包
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 SDK - ARM
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 SDK - Desktop
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 SDK - x64
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 SDK - x86
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 Tools for Visual Studio 2013
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 Tools for Visual Studio 2013 - ENU
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 Tools for Visual Studio Professional 2013
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone 8.1 Tools for Visual Studio Professionald 2013 - ENU
Date = 2017-04-01 ; user = Sony ; Software = Windows Phone SDK 8.0 Assemblies
Date = 2017-04-01 ; user = Sony ; Software = Windows Runtime Intellisense Content - en-us
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit DirectX x64 Remote
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit DirectX x86 Remote
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit for Windows Store Apps
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit for Windows Store Apps DirectX x64 Remote
Date = 2017-04-01 ; user = Sony ; Software = Windows Software Development Kit for Windows Store Apps DirectX x86 Remote
Date = 2017-04-01 ; user = Sony ; Software = Windows XP Targeting with C++
Date = 2017-04-01 ; user = Sony ; Software = Workflow Manager Client 1.0
Date = 2017-04-01 ; user = Sony ; Software = Workflow Manager Tools 1.0 for Visual Studio
Date = 2017-04-01 ; user = Sony ; Software = gBurner Virtual Drive
Date = 2017-04-01 ; user = Sony ; Software = vcpp_crt.redist.clickonce
Date = 2017-04-01 ; user = Sony ; Software = vs_FileTracker_Singleton
Date = 2017-04-01 ; user = Sony ; Software = vs_minshellmsi
Date = 2017-04-01 ; user = Sony ; Software = Điều khiển ActiveX Windows Live Mesh dành cho kết nối từ xa
Date = 2017-04-01 ; user = Sony ; Software = Пакет Visual Studio 2012 Verification SDK - rus
Date = 2017-04-01 ; user = Sony ; Software = بريد Windows Live
Date = 2017-04-01 ; user = Sony ; Software = عنصر تحكم ActiveX الخاص بـ Windows Live Mesh للاتصالات البعيدة
Date = 2017-04-01 ; user = Sony ; Software = معرض صور Windows Live
Date = 2017-04-01 ; user = Sony ; Software = ตัวควบคุม ActiveX ใน Windows Live Mesh สำหรับการเชื่อมต่อระยะไกล (ไทย)
Date = 2017-04-01 ; user = Sony ; Software = 用于远程连接的 Windows Live Mesh ActiveX 控件(简体中文)
Date = 2017-04-01 ; user = Sony ; Software = 適用遠端連線的 Windows Live Mesh ActiveX 控制項
Date = 2017-04-01 ; user = Parth Doshi ; Software = AMD Problem Report Wizard
Date = 2017-04-01 ; user = Parth Doshi ; Software = AMD Settings
Date = 2017-04-01 ; user = Parth Doshi ; Software = AMD Settings - Branding
Date = 2017-04-01 ; user = Parth Doshi ; Software = AMD Software
Date = 2017-04-01 ; user = Parth Doshi ; Software = AOMEI Dynamic Disk Manager Pro Edition
Date = 2017-04-01 ; user = Parth Doshi ; Software = AVG
Date = 2017-04-01 ; user = Parth Doshi ; Software = AVG PC TuneUp
Date = 2017-04-01 ; user = Parth Doshi ; Software = AVG Zen
Date = 2017-04-01 ; user = Parth Doshi ; Software = Adobe Flash Player 24 PPAPI
Date = 2017-04-01 ; user = Parth Doshi ; Software = Adobe Photoshop CS6
Date = 2017-04-01 ; user = Parth Doshi ; Software = Adobe Reader XI (11.0.19)
Date = 2017-04-01 ; user = Parth Doshi ; Software = Application Profiles
Date = 2017-04-01 ; user = Parth Doshi ; Software = Battlefield Bad Company 2 - BETA
Date = 2017-04-01 ; user = Parth Doshi ; Software = CCleaner
Date = 2017-04-01 ; user = Parth Doshi ; Software = CDisplayEx 1.10.29
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization BR
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization CHS
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization CHT
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization CS
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization DA
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization DE
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization EL
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization ES
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization FI
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization FR
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization HU
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization IT
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization JA
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization KO
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization NL
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization NO
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization PL
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization RU
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization SV
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization TH
Date = 2017-04-01 ; user = Parth Doshi ; Software = Catalyst Control Center Next Localization TR
Date = 2017-04-01 ; user = Parth Doshi ; Software = Conexant HD Audio
Date = 2017-04-01 ; user = Parth Doshi ; Software = CorporateClientSetup
Date = 2017-04-01 ; user = Parth Doshi ; Software = Counter-Strike 1.6
Date = 2017-04-01 ; user = Parth Doshi ; Software = Counter-Strike Global Offensive No-Steam
Date = 2017-04-01 ; user = Parth Doshi ; Software = Deadpool
Date = 2017-04-01 ; user = Parth Doshi ; Software = Dolby Digital Plus Home Theater
Date = 2017-04-01 ; user = Parth Doshi ; Software = FMW 1
Date = 2017-04-01 ; user = Parth Doshi ; Software = Google Chrome
Date = 2017-04-01 ; user = Parth Doshi ; Software = Google Update Helper
Date = 2017-04-01 ; user = Parth Doshi ; Software = Intel(R) Processor Graphics
Date = 2017-04-01 ; user = Parth Doshi ; Software = Intel® Hardware Accelerated Execution Manager
Date = 2017-04-01 ; user = Parth Doshi ; Software = Java 8 Update 101
Date = 2017-04-01 ; user = Parth Doshi ; Software = Java 8 Update 101 (64-bit)
Date = 2017-04-01 ; user = Parth Doshi ; Software = Java Auto Updater
Date = 2017-04-01 ; user = Parth Doshi ; Software = Java SE Development Kit 8 Update 5 (64-bit)
Date = 2017-04-01 ; user = Parth Doshi ; Software = Justinmind Prototyper 7.6.0
Date = 2017-04-01 ; user = Parth Doshi ; Software = Lenovo EasyCamera
Date = 2017-04-01 ; user = Parth Doshi ; Software = Lenovo Solution Center
Date = 2017-04-01 ; user = Parth Doshi ; Software = Malwarebytes Anti-Malware version 2.2.1.1043
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Office Professional Plus 2016 - en-us
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visio Professional 2016 - en-us
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2005 Redistributable
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2005 Redistributable (x64)
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2010 Redistributable - x64 10.0.40219
Date = 2017-04-01 ; user = Parth Doshi ; Software = Microsoft Visual C++ 2010 Redistributable - x86 10.0.40219
